# Energy loss (eV)	Intensity (arb. units)	Error bar
   -1.2147100000           0.0033300885         0.0004154659
   -1.1443600000           0.0034409236         0.0004223233
   -1.0740100000           0.0034728190         0.0004242761
   -1.0036600000           0.0041195144         0.0004620942
   -0.9333100000           0.0049136993         0.0005046750
   -0.8629600000           0.0046954311         0.0004933388
   -0.7926100000           0.0044989475         0.0004829064
   -0.7222600000           0.0051784226         0.0005180913
   -0.6519100000           0.0047627006         0.0004968601
   -0.5815600000           0.0053181902         0.0005250365
   -0.5112100000           0.0059186986         0.0005538863
   -0.4408600000           0.0055179127         0.0005348044
   -0.3705100000           0.0059112875         0.0005535394
   -0.3001600000           0.0063853968         0.0005753094
   -0.2298100000           0.0060909072         0.0005618864
   -0.1594600000           0.0075612044         0.0006260413
   -0.0891100000           0.0177019721         0.0009578960
   -0.0187600000           0.2266952990         0.0034279050
    0.0515900000           0.2430054367         0.0035490778
    0.1219400000           0.1714511688         0.0029811083
    0.1922900000           0.1071155270         0.0023563171
    0.2626400000           0.0697465284         0.0019013796
    0.3329900000           0.0563675924         0.0017093156
    0.4033400000           0.0524783197         0.0016492917
    0.4736900000           0.0594233704         0.0017550366
    0.5440400000           0.0653643984         0.0018406794
    0.6143900000           0.0717166741         0.0019280469
    0.6847400000           0.0791088080         0.0020249763
    0.7550900000           0.0760575808         0.0019855406
    0.8254400000           0.0827414793         0.0020709479
    0.8957900000           0.0790723011         0.0020245090
    0.9661400000           0.0858682535         0.0021097152
    1.0364900000           0.0888648040         0.0021462110
    1.1068400000           0.0914719101         0.0021774661
    1.1771900000           0.0993827079         0.0022696712
    1.2475400000           0.1055866283         0.0023394404
    1.3178900000           0.1083921695         0.0023703173
    1.3882400000           0.1101483794         0.0023894425
    1.4585900000           0.1109901659         0.0023985555
    1.5289400000           0.1140167998         0.0024310391
    1.5992900000           0.1160918018         0.0024530607
    1.6696400000           0.1245635754         0.0025409906
    1.7399900000           0.1253368493         0.0025488655
    1.8103400000           0.1243971384         0.0025392924
    1.8806900000           0.1264744002         0.0025604060
    1.9510400000           0.1248594346         0.0025440064
    2.0213900000           0.1138946059         0.0024297361
    2.0917400000           0.1008494859         0.0022863587
    2.1620900000           0.0869310746         0.0021227314
    2.2324400000           0.0886762336         0.0021439327
    2.3027900000           0.0884485518         0.0021411786
    2.3731400000           0.0837411065         0.0020834202
    2.4434900000           0.0850359419         0.0020994657
    2.5138400000           0.0831252668         0.0020757452
    2.5841900000           0.0830186633         0.0020744138
    2.6545400000           0.0879827103         0.0021355325
    2.7248900000           0.0906737813         0.0021679456
