# Energy loss (eV)	Intensity (arb. units)	Error bar
   -7.8789975000           0.0004666667         0.0001763834
   -7.8086475000           0.0000055754         0.0000192794
   -7.7382975000           0.0000000000         0.0000000000
   -7.6679475000           0.0000000000         0.0000000000
   -7.5975975000           0.0000666667         0.0000666667
   -7.5272475000           0.0000071963         0.0000219032
   -7.4568975000           0.0000556889         0.0000609311
   -7.3865475000           0.0000650586         0.0000658577
   -7.3161975000           0.0000126501         0.0000290404
   -7.2458475000           0.0001173950         0.0000884666
   -7.1754975000           0.0000086778         0.0000240524
   -7.1051475000           0.0000000000         0.0000000000
   -7.0347975000           0.0000000000         0.0000000000
   -6.9644475000           0.0000684734         0.0000675640
   -6.8940975000           0.0000610785         0.0000638114
   -6.8237475000           0.0000689614         0.0000678043
   -6.7533975000           0.0000681534         0.0000674060
   -6.6830475000           0.0000000000         0.0000000000
   -6.6126975000           0.0000000000         0.0000000000
   -6.5423475000           0.0000149284         0.0000315473
   -6.4719975000           0.0001149523         0.0000875413
   -6.4016475000           0.0000034526         0.0000151716
   -6.3312975000           0.0000000000         0.0000000000
   -6.2609475000           0.0000000000         0.0000000000
   -6.1905975000           0.0000291281         0.0000440667
   -6.1202475000           0.0002323039         0.0001244465
   -6.0498975000           0.0000905235         0.0000776846
   -5.9795475000           0.0001724997         0.0001072379
   -5.9091975000           0.0000312387         0.0000456353
   -5.8388475000           0.0002830657         0.0001373719
   -5.7684975000           0.0004445878         0.0001721604
   -5.6981475000           0.0003993804         0.0001631728
   -5.6277975000           0.0003758807         0.0001582994
   -5.5574475000           0.0001920273         0.0001131451
   -5.4870975000           0.0007183098         0.0002188317
   -5.4167475000           0.0006113825         0.0002018882
   -5.3463975000           0.0005945124         0.0001990833
   -5.2760475000           0.0006838736         0.0002135218
   -5.2056975000           0.0008923417         0.0002439046
   -5.1353475000           0.0012334625         0.0002867592
   -5.0649975000           0.0007915331         0.0002297148
   -4.9946475000           0.0009079516         0.0002460287
   -4.9242975000           0.0006199376         0.0002032958
   -4.8539475000           0.0010476061         0.0002642734
   -4.7835975000           0.0006586337         0.0002095445
   -4.7132475000           0.0010816031         0.0002685272
   -4.6428975000           0.0013414260         0.0002990458
   -4.5725475000           0.0014065092         0.0003062144
   -4.5021975000           0.0012106603         0.0002840963
   -4.4318475000           0.0009694484         0.0002542241
   -4.3614975000           0.0018219635         0.0003485172
   -4.2911475000           0.0015728205         0.0003238128
   -4.2207975000           0.0008814879         0.0002424167
   -4.1504475000           0.0013789498         0.0003031996
   -4.0800975000           0.0013749907         0.0003027640
   -4.0097475000           0.0014641688         0.0003124280
   -3.9393975000           0.0013149983         0.0002960854
   -3.8690475000           0.0016801573         0.0003346797
   -3.7986975000           0.0010362867         0.0002628417
   -3.7283475000           0.0008941512         0.0002441518
   -3.6579975000           0.0013187635         0.0002965090
   -3.5876475000           0.0016763259         0.0003342979
   -3.5172975000           0.0013993929         0.0003054388
   -3.4469475000           0.0015615767         0.0003226532
   -3.3765975000           0.0016606719         0.0003327333
   -3.3062475000           0.0011916421         0.0002818560
   -3.2358975000           0.0011909197         0.0002817706
   -3.1655475000           0.0015337361         0.0003197641
   -3.0951975000           0.0013624044         0.0003013751
   -3.0248475000           0.0013590288         0.0003010015
   -2.9544975000           0.0017967158         0.0003460940
   -2.8841475000           0.0014235880         0.0003080680
   -2.8137975000           0.0012829776         0.0002924583
   -2.7434475000           0.0013571432         0.0003007926
   -2.6730975000           0.0018548692         0.0003516503
   -2.6027475000           0.0020656959         0.0003710971
   -2.5323975000           0.0016279396         0.0003294379
   -2.4620475000           0.0012372932         0.0002872041
   -2.3916975000           0.0015022054         0.0003164602
   -2.3213475000           0.0017164455         0.0003382746
   -2.2509975000           0.0012568105         0.0002894605
   -2.1806475000           0.0014732441         0.0003133948
   -2.1102975000           0.0015061115         0.0003168713
   -2.0399475000           0.0021218642         0.0003761085
   -1.9695975000           0.0017761445         0.0003441070
   -1.8992475000           0.0020395029         0.0003687368
   -1.8288975000           0.0020572943         0.0003703417
   -1.7585475000           0.0020094293         0.0003660081
   -1.6881975000           0.0018654350         0.0003526504
   -1.6178475000           0.0023481426         0.0003956549
   -1.5474975000           0.0016962893         0.0003362825
   -1.4771475000           0.0013650532         0.0003016679
   -1.4067975000           0.0021129570         0.0003753183
   -1.3364475000           0.0021406038         0.0003777657
   -1.2660975000           0.0031434731         0.0004577826
   -1.1957475000           0.0024631957         0.0004052321
   -1.1253975000           0.0022411296         0.0003865341
   -1.0550475000           0.0023220856         0.0003934536
   -0.9846975000           0.0029357204         0.0004423965
   -0.9143475000           0.0022706924         0.0003890752
   -0.8439975000           0.0024571834         0.0004047372
   -0.7736475000           0.0028964169         0.0004394251
   -0.7032975000           0.0021995082         0.0003829280
   -0.6329475000           0.0025274718         0.0004104852
   -0.5625975000           0.0020985484         0.0003740364
   -0.4922475000           0.0033246143         0.0004707876
   -0.4218975000           0.0036143286         0.0004908719
   -0.3515475000           0.0041955305         0.0005288686
   -0.2811975000           0.0037017014         0.0004967697
   -0.2108475000           0.0038662317         0.0005076896
   -0.1404975000           0.0035076709         0.0004835749
   -0.0701475000           0.0089803774         0.0007737518
    0.0002025000           0.0880779527         0.0024231928
    0.0705525000           0.1500936090         0.0031632642
    0.1409025000           0.0754242286         0.0022423831
    0.2112525000           0.0505882648         0.0018364506
    0.2816025000           0.0370371637         0.0015713511
    0.3519525000           0.0316724991         0.0014531001
    0.4223025000           0.0260172613         0.0013169981
    0.4926525000           0.0295350552         0.0014032119
    0.5630025000           0.0358546953         0.0015460637
    0.6333525000           0.0419938169         0.0016731969
    0.7037025000           0.0448820060         0.0017297785
    0.7740525000           0.0519299093         0.0018606434
    0.8444025000           0.0559178613         0.0019307660
    0.9147525000           0.0599144057         0.0019985729
    0.9851025000           0.0677435245         0.0021251435
    1.0554525000           0.0685260336         0.0021373821
    1.1258025000           0.0701927810         0.0021632195
    1.1961525000           0.0712509708         0.0021794643
    1.2665025000           0.0657931237         0.0020943276
    1.3368525000           0.0650072463         0.0020817820
    1.4072025000           0.0633491384         0.0020550610
    1.4775525000           0.0589181994         0.0019818880
    1.5479025000           0.0597460572         0.0019957631
    1.6182525000           0.0598225915         0.0019970410
    1.6886025000           0.0603359807         0.0020055919
    1.7589525000           0.0667553298         0.0021095865
    1.8293025000           0.0703050670         0.0021649491
    1.8996525000           0.0717040311         0.0021863826
    1.9700025000           0.0779407750         0.0022794850
    2.0403525000           0.0790982603         0.0022963487
    2.1107025000           0.0877829537         0.0024191314
    2.1810525000           0.0821872027         0.0023407578
    2.2514025000           0.0706455059         0.0021701844
    2.3217525000           0.0636393026         0.0020597622
    2.3921025000           0.0567930147         0.0019458163
    2.4624525000           0.0490850923         0.0018089609
    2.5328025000           0.0471849499         0.0017736018
    2.6031525000           0.0473902552         0.0017774561
    2.6735025000           0.0488796508         0.0018051713
    2.7438525000           0.0463434976         0.0017577163
    2.8142025000           0.0471873972         0.0017736478
    2.8845525000           0.0498376869         0.0018227760
    2.9549025000           0.0480927822         0.0017905824
    3.0252525000           0.0525947036         0.0018725153
    3.0956025000           0.0499829420         0.0018254304
    3.1659525000           0.0552202667         0.0019186847
    3.2363025000           0.0568651351         0.0019470514
    3.3066525000           0.0645359388         0.0020742218
    3.3770025000           0.0737275917         0.0022170189
    3.4473525000           0.0852228072         0.0023835940
    3.5177025000           0.1026514675         0.0026159953
    3.5880525000           0.1375192745         0.0030278626
    3.6584025000           0.1782316779         0.0034470439
    3.7287525000           0.2189097660         0.0038202074
    3.7991025000           0.2475341709         0.0040622996
    3.8694525000           0.2686610948         0.0042321082
    3.9398025000           0.2893914272         0.0043923527
    4.0101525000           0.2897117709         0.0043947831
    4.0805025000           0.2907060288         0.0044023178
    4.1508525000           0.2851483868         0.0043600335
    4.2212025000           0.2766729597         0.0042947484
    4.2915525000           0.2673353192         0.0042216531
    4.3619025000           0.2594940558         0.0041592792
    4.4322525000           0.2485252516         0.0040704238
    4.5026025000           0.2429312229         0.0040243527
    4.5729525000           0.2364121388         0.0039699886
    4.6433025000           0.2466820019         0.0040553011
    4.7136525000           0.2443924405         0.0040364377
    4.7840025000           0.2477635980         0.0040641817
    4.8543525000           0.2476007052         0.0040628455
    4.9247025000           0.2621771628         0.0041807269
    4.9950525000           0.2707343479         0.0042484064
    5.0654025000           0.2595357678         0.0041596135
    5.1357525000           0.2701461210         0.0042437886
    5.2061025000           0.2750760708         0.0042823364
    5.2764525000           0.2683203909         0.0042294238
    5.3468025000           0.2582261907         0.0041491059
    5.4171525000           0.2501446434         0.0040836637
    5.4875025000           0.2533940877         0.0041101021
    5.5578525000           0.2465646907         0.0040543367
    5.6282025000           0.2470142609         0.0040580312
    5.6985525000           0.2511038587         0.0040914859
    5.7689025000           0.2434952306         0.0040290216
    5.8392525000           0.2401607281         0.0040013392
    5.9096025000           0.2365759932         0.0039713641
    5.9799525000           0.2265236462         0.0038860747
    6.0503025000           0.2273552952         0.0038932017
    6.1206525000           0.2211988530         0.0038401289
    6.1910025000           0.2106909065         0.0037478074
    6.2613525000           0.2065649477         0.0037109293
    6.3317025000           0.1987948866         0.0036404660
    6.4020525000           0.1885554299         0.0035454706
    6.4724025000           0.1831480634         0.0034942626
    6.5427525000           0.1734749468         0.0034007347
    6.6131025000           0.1709929659         0.0033763192
    6.6834525000           0.1738332822         0.0034042452
    6.7538025000           0.1694723507         0.0033612731
    6.8241525000           0.1693458066         0.0033600179
    6.8945025000           0.1640419075         0.0033069816
    6.9648525000           0.1571780054         0.0032370563
    7.0352025000           0.1506836046         0.0031694753
    7.1055525000           0.1490924769         0.0031526970
    7.1759025000           0.1385798749         0.0030395161
    7.2462525000           0.1359903066         0.0030109833
    7.3166025000           0.1326390294         0.0029736513
    7.3869525000           0.1249934784         0.0028866760
    7.4573025000           0.1180490067         0.0028053402
    7.5276525000           0.1071317162         0.0026724735
    7.5980025000           0.1053630821         0.0026503218
    7.6683525000           0.1001339103         0.0025837171
    7.7387025000           0.0873632810         0.0024133418
    7.8090525000           0.0873859426         0.0024136548
    7.8794025000           0.0791633351         0.0022972931
    7.9497525000           0.0755350607         0.0022440300
    8.0201025000           0.0687000259         0.0021400939
    8.0904525000           0.0597422132         0.0019956989
    8.1608025000           0.0573199199         0.0019548217
    8.2311525000           0.0507173032         0.0018387913
    8.3015025000           0.0479564108         0.0017880420
    8.3718525000           0.0458689682         0.0017486941
    8.4422025000           0.0430106815         0.0016933336
    8.5125525000           0.0370901241         0.0015724741
    8.5829025000           0.0315258114         0.0014497313
    8.6532525000           0.0360057242         0.0015493165
    8.7236025000           0.0324382477         0.0014705611
    8.7939525000           0.0282283709         0.0013718205
    8.8643025000           0.0269096265         0.0013393936
    8.9346525000           0.0257232707         0.0013095361
    9.0050025000           0.0233795161         0.0012484528
    9.0753525000           0.0236743731         0.0012563007
    9.1457025000           0.0206296288         0.0011727355
    9.2160525000           0.0191301193         0.0011293101
    9.2864025000           0.0180160754         0.0010959342
    9.3567525000           0.0183994904         0.0011075345
    9.4271025000           0.0162854137         0.0010419665
    9.4974525000           0.0180141078         0.0010958743
    9.5678025000           0.0158727305         0.0010286798
    9.6381525000           0.0154550008         0.0010150534
    9.7085025000           0.0157478425         0.0010246249
    9.7788525000           0.0161028181         0.0010361087
    9.8492025000           0.0142563225         0.0009748956
    9.9195525000           0.0142115216         0.0009733626
    9.9899025000           0.0135249893         0.0009495609
   10.0602525000           0.0149596004         0.0009986524
   10.1306025000           0.0133290867         0.0009426589
   10.2009525000           0.0135061140         0.0009488981
   10.2713025000           0.0136422278         0.0009536676
   10.3416525000           0.0121566755         0.0009002472
   10.4120025000           0.0109813678         0.0008556233
   10.4823525000           0.0101890593         0.0008241788
   10.5527025000           0.0099577447         0.0008147697
   10.6230525000           0.0110764104         0.0008593180
   10.6934025000           0.0107416404         0.0008462324
   10.7637525000           0.0109876658         0.0008558686
   10.8341025000           0.0095066110         0.0007960993
   10.9044525000           0.0096075379         0.0008003140
   10.9748025000           0.0089653466         0.0007731040
   11.0451525000           0.0088847298         0.0007696202
   11.1155025000           0.0090224288         0.0007755612
   11.1858525000           0.0092814867         0.0007866167
   11.2562025000           0.0082871242         0.0007432866
   11.3265525000           0.0069590270         0.0006811278
   11.3969025000           0.0072936984         0.0006973138
   11.4672525000           0.0076081431         0.0007121864
   11.5376025000           0.0071404061         0.0006899472
   11.6079525000           0.0066875640         0.0006677107
   11.6783025000           0.0072428688         0.0006948798
   11.7486525000           0.0063152594         0.0006488585
   11.8190025000           0.0062401817         0.0006449900
   11.8893525000           0.0065127368         0.0006589252
   11.9597025000           0.0060521234         0.0006351967
   12.0300525000           0.0063172709         0.0006489618
   12.1004025000           0.0060132603         0.0006331540
   12.1707525000           0.0062121533         0.0006435399
   12.2411025000           0.0055843141         0.0006101538
   12.3114525000           0.0042936491         0.0005350171
   12.3818025000           0.0051228826         0.0005844018
   12.4521525000           0.0046129334         0.0005545529
   12.5225025000           0.0050682812         0.0005812791
   12.5928525000           0.0054633372         0.0006035085
   12.6632025000           0.0049209934         0.0005727707
   12.7335525000           0.0046687236         0.0005578963
   12.8039025000           0.0049928545         0.0005769376
   12.8742525000           0.0040091658         0.0005169891
   12.9446025000           0.0047980488         0.0005655704
   13.0149525000           0.0044903123         0.0005471327
   13.0853025000           0.0039430189         0.0005127065
   13.1556525000           0.0050887075         0.0005824493
   13.2260025000           0.0049053069         0.0005718570
   13.2963525000           0.0036709535         0.0004947022
   13.3667025000           0.0035754971         0.0004882279
   13.4370525000           0.0043102693         0.0005360516
   13.5074025000           0.0037637981         0.0005009190
   13.5777525000           0.0029575577         0.0004440389
   13.6481025000           0.0030879619         0.0004537225
   13.7184525000           0.0043622927         0.0005392768
   13.7888025000           0.0041117594         0.0005235621
   13.8591525000           0.0041079043         0.0005233166
   13.9295025000           0.0027857455         0.0004309482
   13.9998525000           0.0036974991         0.0004964876
   14.0702025000           0.0028365853         0.0004348628
   14.1405525000           0.0033636618         0.0004735442
   14.2109025000           0.0027229740         0.0004260653
   14.2812525000           0.0032854548         0.0004680068
   14.3516025000           0.0030627379         0.0004518656
   14.4219525000           0.0031881924         0.0004610273
   14.4923025000           0.0027167792         0.0004255803
   14.5626525000           0.0021809132         0.0003813059
   14.6330025000           0.0014603479         0.0003120201
   14.7033525000           0.0009623255         0.0002532884
