# Energy loss (eV)	Intensity (arb. units)	Error bar
   -4.0110875000           0.0000648070         0.0000600032
   -3.9413375000           0.0000833500         0.0000680482
   -3.8715875000           0.0003154850         0.0001323894
   -3.8018375000           0.0002005175         0.0001055455
   -3.7320875000           0.0000865120         0.0000693269
   -3.6623375000           0.0003798485         0.0001452677
   -3.5925875000           0.0002398691         0.0001154386
   -3.5228375000           0.0004363909         0.0001557046
   -3.4530875000           0.0002758249         0.0001237886
   -3.3833375000           0.0004445760         0.0001571581
   -3.3135875000           0.0004334103         0.0001551720
   -3.2438375000           0.0002651032         0.0001213588
   -3.1740875000           0.0005185437         0.0001697292
   -3.1043375000           0.0003995893         0.0001489947
   -3.0345875000           0.0004919485         0.0001653193
   -2.9648375000           0.0003728328         0.0001439199
   -2.8950875000           0.0006596583         0.0001914358
   -2.8253375000           0.0005131272         0.0001688404
   -2.7555875000           0.0004281965         0.0001542358
   -2.6858375000           0.0004138752         0.0001516347
   -2.6160875000           0.0004306260         0.0001546728
   -2.5463375000           0.0006250905         0.0001863525
   -2.4765875000           0.0004188633         0.0001525457
   -2.4068375000           0.0004643874         0.0001606216
   -2.3370875000           0.0003902388         0.0001472411
   -2.2673375000           0.0006911580         0.0001959532
   -2.1975875000           0.0007734902         0.0002072961
   -2.1278375000           0.0006944571         0.0001964203
   -2.0580875000           0.0005187239         0.0001697586
   -1.9883375000           0.0005389266         0.0001730329
   -1.9185875000           0.0004734561         0.0001621824
   -1.8488375000           0.0007012248         0.0001973751
   -1.7790875000           0.0005955371         0.0001818939
   -1.7093375000           0.0006877776         0.0001954734
   -1.6395875000           0.0005336204         0.0001721789
   -1.5698375000           0.0009416946         0.0002287277
   -1.5000875000           0.0003671157         0.0001428122
   -1.4303375000           0.0006387726         0.0001883809
   -1.3605875000           0.0005342514         0.0001722807
   -1.2908375000           0.0010410850         0.0002404954
   -1.2210875000           0.0005252879         0.0001708293
   -1.1513375000           0.0006418627         0.0001888360
   -1.0815875000           0.0007016966         0.0001974415
   -1.0118375000           0.0004384457         0.0001560708
   -0.9420875000           0.0004687170         0.0001613686
   -0.8723375000           0.0008464060         0.0002168468
   -0.8025875000           0.0009603713         0.0002309848
   -0.7328375000           0.0005619068         0.0001766835
   -0.6630875000           0.0007432291         0.0002032007
   -0.5933375000           0.0006075980         0.0001837266
   -0.5235875000           0.0005364827         0.0001726401
   -0.4538375000           0.0007573841         0.0002051265
   -0.3840875000           0.0013273813         0.0002715574
   -0.3143375000           0.0009115125         0.0002250324
   -0.2445875000           0.0012477172         0.0002632824
   -0.1748375000           0.0010420006         0.0002406012
   -0.1050875000           0.0015838137         0.0002966305
   -0.0353375000           0.0140501450         0.0008834951
    0.0344125000           0.0231403995         0.0011338332
    0.1041625000           0.0035018366         0.0004410742
    0.1739125000           0.0023088721         0.0003581490
    0.2436625000           0.0034459299         0.0004375392
    0.3134125000           0.0032440633         0.0004245300
    0.3831625000           0.0032492573         0.0004248697
    0.4529125000           0.0044024972         0.0004945535
    0.5226625000           0.0062716763         0.0005902766
    0.5924125000           0.0085109470         0.0006876266
    0.6621625000           0.0104082861         0.0007604197
    0.7319125000           0.0126586432         0.0008386048
    0.8016625000           0.0163270953         0.0009523974
    0.8714125000           0.0202561487         0.0010608212
    0.9411625000           0.0213937400         0.0010902023
    1.0109125000           0.0229140246         0.0011282736
    1.0806625000           0.0240570589         0.0011560723
    1.1504125000           0.0249873163         0.0011782123
    1.2201625000           0.0238036961         0.0011499685
    1.2899125000           0.0229222325         0.0011284757
    1.3596625000           0.0213052204         0.0010879446
    1.4294125000           0.0227151608         0.0011233670
    1.4991625000           0.0192219079         0.0010333846
    1.5689125000           0.0195600275         0.0010424338
    1.6386625000           0.0190953686         0.0010299776
    1.7084125000           0.0214902656         0.0010926590
    1.7781625000           0.0222353398         0.0011114390
    1.8479125000           0.0232054817         0.0011354265
    1.9176625000           0.0232151386         0.0011356628
    1.9874125000           0.0253160134         0.0011859364
    2.0571625000           0.0266006366         0.0012156534
    2.1269125000           0.0297275350         0.0012851186
    2.1966625000           0.0361571608         0.0014172971
    2.2664125000           0.0405426214         0.0015007891
    2.3361625000           0.0452666029         0.0015858156
    2.4059125000           0.0501534224         0.0016692217
    2.4756625000           0.0596483040         0.0018203831
    2.5454125000           0.0647575091         0.0018967444
    2.6151625000           0.0714948841         0.0019929722
    2.6849125000           0.0702850190         0.0019760373
    2.7546625000           0.0744517440         0.0020337669
    2.8244125000           0.0751782231         0.0020436653
    2.8941625000           0.0770988606         0.0020696063
    2.9639125000           0.0736010446         0.0020221145
    3.0336625000           0.0681480087         0.0019457648
    3.1034125000           0.0662782425         0.0019188863
    3.1731625000           0.0631337856         0.0018728141
    3.2429125000           0.0575070492         0.0017874104
    3.3126625000           0.0574298869         0.0017862109
    3.3824125000           0.0552056366         0.0017512795
    3.4521625000           0.0530501767         0.0017167504
    3.5219125000           0.0485937510         0.0016430620
    3.5916625000           0.0462090682         0.0016022392
    3.6614125000           0.0453292182         0.0015869121
    3.7311625000           0.0432136095         0.0015494373
    3.8009125000           0.0403572447         0.0014973541
    3.8706625000           0.0416533150         0.0015212078
    3.9404125000           0.0391355528         0.0014745160
    4.0101625000           0.0385201239         0.0014628762
    4.0799125000           0.0394215974         0.0014798948
    4.1496625000           0.0383527145         0.0014596939
    4.2194125000           0.0363781710         0.0014216221
    4.2891625000           0.0359788954         0.0014137990
    4.3589125000           0.0388661494         0.0014694320
    4.4286625000           0.0357650988         0.0014095921
    4.4984125000           0.0350119954         0.0013946723
    4.5681625000           0.0325367755         0.0013444696
    4.6379125000           0.0334578532         0.0013633670
    4.7076625000           0.0327023704         0.0013478866
    4.7774125000           0.0324089877         0.0013418269
    4.8471625000           0.0346159126         0.0013867611
    4.9169125000           0.0331053777         0.0013561665
    4.9866625000           0.0351425893         0.0013972709
    5.0564125000           0.0362592914         0.0014192974
    5.1261625000           0.0315626485         0.0013241905
    5.1959125000           0.0342153467         0.0013787141
    5.2656625000           0.0345066073         0.0013845699
    5.3354125000           0.0329979823         0.0013539650
    5.4051625000           0.0354447971         0.0014032660
    5.4749125000           0.0358712629         0.0014116827
    5.5446625000           0.0349129842         0.0013926989
    5.6144125000           0.0371754837         0.0014371168
    5.6841625000           0.0359905645         0.0014140282
    5.7539125000           0.0361530236         0.0014172160
    5.8236625000           0.0389094353         0.0014702501
    5.8934125000           0.0375316152         0.0014439840
    5.9631625000           0.0398354616         0.0014876428
    6.0329125000           0.0406139872         0.0015021094
    6.1026625000           0.0433899405         0.0015525953
    6.1724125000           0.0422969573         0.0015329158
    6.2421625000           0.0421895821         0.0015309689
    6.3119125000           0.0419525345         0.0015266618
    6.3816625000           0.0432329516         0.0015497841
    6.4514125000           0.0436428723         0.0015571140
    6.5211625000           0.0440791841         0.0015648781
    6.5909125000           0.0427813021         0.0015416676
    6.6606625000           0.0421325476         0.0015299337
    6.7304125000           0.0401805349         0.0014940723
    6.8001625000           0.0392084710         0.0014758890
    6.8699125000           0.0386844801         0.0014659938
    6.9396625000           0.0346834232         0.0013881127
    7.0094125000           0.0338495343         0.0013713241
    7.0791625000           0.0328996028         0.0013519452
    7.1489125000           0.0297632211         0.0012858897
    7.2186625000           0.0297860928         0.0012863837
    7.2884125000           0.0304780058         0.0013012389
    7.3581625000           0.0292203999         0.0012741097
    7.4279125000           0.0251933247         0.0011830592
    7.4976625000           0.0233160044         0.0011381272
    7.5674125000           0.0246958327         0.0011713201
    7.6371625000           0.0230415573         0.0011314091
    7.7069125000           0.0211769892         0.0010846656
    7.7766625000           0.0244667899         0.0011658757
    7.8464125000           0.0228794340         0.0011274217
    7.9161625000           0.0203889386         0.0010642926
    7.9859125000           0.0184265224         0.0010117785
    8.0556625000           0.0174391311         0.0009842970
    8.1254125000           0.0171241194         0.0009753666
    8.1951625000           0.0183917094         0.0010108223
    8.2649125000           0.0164394460         0.0009556686
    8.3346625000           0.0142946056         0.0008911480
    8.4044125000           0.0143165132         0.0008918306
    8.4741625000           0.0130849111         0.0008526075
    8.5439125000           0.0132030045         0.0008564463
