# Energy loss (eV)	Intensity (arb. units)	Error bar
   -7.8259200000           0.0012068809         0.0002620933
   -7.7555700000           0.0000500137         0.0000533541
   -7.6852200000           0.0000138637         0.0000280908
   -7.6148700000           0.0001139303         0.0000805273
   -7.5445200000           0.0000980489         0.0000747042
   -7.4741700000           0.0000018280         0.0000102003
   -7.4038200000           0.0000075809         0.0000207723
   -7.3334700000           0.0001062546         0.0000777674
   -7.2631200000           0.0000000000         0.0000000000
   -7.1927700000           0.0000069041         0.0000198233
   -7.1224200000           0.0000569177         0.0000569177
   -7.0520700000           0.0000500137         0.0000533541
   -6.9817200000           0.0000000000         0.0000000000
   -6.9113700000           0.0000000556         0.0000017790
   -6.8410200000           0.0000072512         0.0000203156
   -6.7706700000           0.0000496109         0.0000531389
   -6.7003200000           0.0000000000         0.0000000000
   -6.6299700000           0.0000069041         0.0000198233
   -6.5596200000           0.0000500137         0.0000533541
   -6.4892700000           0.0000000000         0.0000000000
   -6.4189200000           0.0000000556         0.0000017790
   -6.3485700000           0.0000141553         0.0000283846
   -6.2782200000           0.0000996246         0.0000753021
   -6.2078700000           0.0000069041         0.0000198233
   -6.1375200000           0.0000707258         0.0000634473
   -6.0671700000           0.0001569451         0.0000945143
   -5.9968200000           0.0000638774         0.0000602972
   -5.9264700000           0.0002051160         0.0001080497
   -5.8561200000           0.0003928208         0.0001495275
   -5.7857700000           0.0005144756         0.0001711221
   -5.7154200000           0.0004261554         0.0001557427
   -5.6450700000           0.0006450805         0.0001916155
   -5.5747200000           0.0004942777         0.0001677294
   -5.5043700000           0.0007039974         0.0002001747
   -5.4340200000           0.0008369501         0.0002182597
   -5.3636700000           0.0011252069         0.0002530696
   -5.2933200000           0.0012026784         0.0002616366
   -5.2229700000           0.0012759314         0.0002694868
   -5.1526200000           0.0014147960         0.0002837727
   -5.0822700000           0.0017941785         0.0003195631
   -5.0119200000           0.0016514354         0.0003065876
   -4.9415700000           0.0017788379         0.0003181940
   -4.8712200000           0.0013160566         0.0002736913
   -4.8008700000           0.0013754001         0.0002797939
   -4.7305200000           0.0016649242         0.0003078371
   -4.6601700000           0.0016392429         0.0003054537
   -4.5898200000           0.0019317897         0.0003315917
   -4.5194700000           0.0020645585         0.0003427973
   -4.4491200000           0.0020078189         0.0003380540
   -4.3787700000           0.0022248744         0.0003558578
   -4.3084200000           0.0023844185         0.0003683961
   -4.2380700000           0.0015345002         0.0002955339
   -4.1677200000           0.0019217883         0.0003307322
   -4.0973700000           0.0023045679         0.0003621750
   -4.0270200000           0.0020494552         0.0003415411
   -3.9566700000           0.0018382984         0.0003234683
   -3.8863200000           0.0018974189         0.0003286286
   -3.8159700000           0.0018101329         0.0003209808
   -3.7456200000           0.0020198098         0.0003390619
   -3.6752700000           0.0025088580         0.0003778869
