# Energy loss (eV)	Intensity (arb. units)	Error bar
   -1.2358150000           0.0029485160         0.0005151186
   -1.1654650000           0.0031744859         0.0005344932
   -1.0951150000           0.0033774471         0.0005513149
   -1.0247650000           0.0038575646         0.0005891991
   -0.9544150000           0.0041842288         0.0006136393
   -0.8840650000           0.0051086491         0.0006780449
   -0.8137150000           0.0051125054         0.0006783008
   -0.7433650000           0.0040584320         0.0006043445
   -0.6730150000           0.0048190593         0.0006585467
   -0.6026650000           0.0047556109         0.0006541971
   -0.5323150000           0.0060852566         0.0007400224
   -0.4619650000           0.0053476868         0.0006937267
   -0.3916150000           0.0049276598         0.0006659257
   -0.3212650000           0.0055004412         0.0007035650
   -0.2509150000           0.0069224048         0.0007892852
   -0.1805650000           0.0069191495         0.0007890996
   -0.1102150000           0.0100237261         0.0009497735
   -0.0398650000           0.0534758662         0.0021937360
    0.0304850000           0.2071969723         0.0043181443
    0.1008350000           0.1567888503         0.0037563239
    0.1711850000           0.0895951217         0.0028395376
    0.2415350000           0.0672216047         0.0024595739
    0.3118850000           0.0526310759         0.0021763391
    0.3822350000           0.0464494392         0.0020445403
    0.4525850000           0.0495418825         0.0021115030
    0.5229350000           0.0618486089         0.0023592307
    0.5932850000           0.0699171963         0.0025084038
    0.6636350000           0.0856888387         0.0027769469
    0.7339850000           0.0942315309         0.0029120818
    0.8043350000           0.1019871487         0.0030295503
    0.8746850000           0.1154952576         0.0032239442
    0.9450350000           0.1346015251         0.0034804102
    1.0153850000           0.1524456017         0.0037039311
    1.0857350000           0.1638772449         0.0038402966
    1.1560850000           0.1605928518         0.0038016187
    1.2264350000           0.1546773589         0.0037309448
    1.2967850000           0.1449986553         0.0036123301
    1.3671350000           0.1348074800         0.0034830719
    1.4374850000           0.1287686352         0.0034041641
    1.5078350000           0.1232281254         0.0033301237
    1.5781850000           0.1206187540         0.0032946771
    1.6485350000           0.1192847716         0.0032764078
    1.7188850000           0.1151856862         0.0032196206
    1.7892350000           0.1241838787         0.0033430129
    1.8595850000           0.1278525822         0.0033920340
    1.9299350000           0.1503212009         0.0036780325
    2.0002850000           0.1786114575         0.0040092220
    2.0706350000           0.1944854116         0.0041835885
    2.1409850000           0.2041559452         0.0042863385
    2.2113350000           0.1884551113         0.0041182187
    2.2816850000           0.1589862111         0.0037825543
    2.3520350000           0.1356377785         0.0034937818
    2.4223850000           0.1190887897         0.0032737151
    2.4927350000           0.1032104622         0.0030476656
    2.5630850000           0.1061703599         0.0030910575
    2.6334350000           0.1035956410         0.0030533472
    2.7037850000           0.0960051830         0.0029393600
    2.7741350000           0.1006885875         0.0030102015
    2.8444850000           0.0988469908         0.0029825461
    2.9148350000           0.0931921144         0.0028959765
    2.9851850000           0.1013568792         0.0030201747
    3.0555350000           0.1004003122         0.0030058893
    3.1258850000           0.0996654892         0.0029948691
    3.1962350000           0.1034728685         0.0030515373
    3.2665850000           0.1068186343         0.0031004802
    3.3369350000           0.1139923768         0.0032028998
    3.4072850000           0.1293049764         0.0034112462
    3.4776350000           0.1425933208         0.0035822429
    3.5479850000           0.1583650817         0.0037751582
    3.6183350000           0.1874118674         0.0041068041
    3.6886850000           0.2297397260         0.0045469847
    3.7590350000           0.2641219379         0.0048753711
    3.8293850000           0.2962963171         0.0051637900
    3.8997350000           0.3414412435         0.0055432368
    3.9700850000           0.3740365197         0.0058017959
    4.0404350000           0.4022915277         0.0060169429
    4.1107850000           0.4438625750         0.0063201838
    4.1811350000           0.4594447679         0.0064301647
    4.2514850000           0.4817766823         0.0065845839
    4.3218350000           0.5057922028         0.0067467017
    4.3921850000           0.5063614718         0.0067504974
    4.4625350000           0.5240881531         0.0068676415
    4.5328850000           0.5331279702         0.0069266171
    4.6032350000           0.5533889677         0.0070570094
    4.6735850000           0.5771258601         0.0072067708
    4.7439350000           0.5974634791         0.0073326529
    4.8142850000           0.6353152502         0.0075613630
    4.8846350000           0.6440004196         0.0076128719
    4.9549850000           0.6670446152         0.0077478800
    5.0253350000           0.6847097744         0.0078498021
    5.0956850000           0.6991210640         0.0079319805
    5.1660350000           0.6855805618         0.0078547921
    5.2363850000           0.6811119220         0.0078291513
    5.3067350000           0.6552236028         0.0076789212
    5.3770850000           0.6125333852         0.0074245533
    5.4474350000           0.5957004825         0.0073218263
    5.5177850000           0.5607299749         0.0071036627
    5.5881350000           0.5466608720         0.0070139787
    5.6584850000           0.5261333819         0.0068810288
    5.7288350000           0.4985099013         0.0066979568
    5.7991850000           0.5040846584         0.0067353037
    5.8695350000           0.4823771506         0.0065886860
    5.9398850000           0.4664634037         0.0064790933
    6.0102350000           0.4494680887         0.0063599672
    6.0805850000           0.4379260355         0.0062777762
    6.1509350000           0.4135073824         0.0061002422
    6.2212850000           0.3899526407         0.0059239499
    6.2916350000           0.3689326971         0.0057620765
    6.3619850000           0.3490473352         0.0056046385
    6.4323350000           0.3325632631         0.0054706960
    6.5026850000           0.3290514413         0.0054417344
    6.5730350000           0.3247161732         0.0054057680
    6.6433850000           0.3173025006         0.0053437015
    6.7137350000           0.3052812643         0.0052414992
    6.7840850000           0.3048846659         0.0052380934
    6.8544350000           0.2913504351         0.0051205107
    6.9247850000           0.2835163299         0.0050511991
    6.9951350000           0.2749292170         0.0049741158
    7.0654850000           0.2682269317         0.0049131117
    7.1358350000           0.2546697121         0.0047873380
    7.2061850000           0.2538477138         0.0047796057
    7.2765350000           0.2434083818         0.0046802948
    7.3468850000           0.2340640871         0.0045895789
    7.4172350000           0.2137132463         0.0043855207
    7.4875850000           0.2124524255         0.0043725652
    7.5579350000           0.2023663108         0.0042675100
    7.6282850000           0.1865767364         0.0040976437
    7.6986350000           0.1763715824         0.0039840039
    7.7689850000           0.1642754678         0.0038449598
    7.8393350000           0.1553079861         0.0037385426
    7.9096850000           0.1418121706         0.0035724174
    7.9800350000           0.1328902885         0.0034582156
    8.0503850000           0.1328303553         0.0034574357
    8.1207350000           0.1116660050         0.0031700487
    8.1910850000           0.1028397045         0.0030421866
    8.2614350000           0.0931086786         0.0028946798
    8.3317850000           0.0896303549         0.0028400959
    8.4021350000           0.0822513458         0.0027206768
    8.4724850000           0.0734655309         0.0025712675
    8.5428350000           0.0704882913         0.0025186275
    8.6131850000           0.0657664390         0.0024328067
    8.6835350000           0.0564403246         0.0022537212
    8.7538850000           0.0534336100         0.0021928691
    8.8242350000           0.0521606519         0.0021665911
    8.8945850000           0.0449212485         0.0020106263
    8.9649350000           0.0468755056         0.0020538959
    9.0352850000           0.0452799733         0.0020186384
    9.1056350000           0.0395613812         0.0018868665
    9.1759850000           0.0364288681         0.0018106240
    9.2463350000           0.0361553699         0.0018038144
    9.3166850000           0.0319795674         0.0016964526
    9.3870350000           0.0322418619         0.0017033955
    9.4573850000           0.0314483017         0.0016823023
    9.5277350000           0.0326477013         0.0017140826
    9.5980850000           0.0292563439         0.0016226149
    9.6684350000           0.0317092903         0.0016892686
    9.7387850000           0.0277384274         0.0015799610
    9.8091350000           0.0281553604         0.0015917908
    9.8794850000           0.0270440454         0.0015600599
    9.9498350000           0.0255550399         0.0015165046
   10.0201850000           0.0228621028         0.0014343777
   10.0905350000           0.0246638292         0.0014898265
   10.1608850000           0.0249327423         0.0014979264
   10.2312350000           0.0233570999         0.0014498227
   10.3015850000           0.0229816333         0.0014381225
   10.3719350000           0.0239960717         0.0014695201
   10.4422850000           0.0244118979         0.0014821980
