# Energy loss (eV)	Intensity (arb. units)	Error bar
   -3.0127125000           0.0000658112         0.0000604663
   -2.9429625000           0.0001084628         0.0000776255
   -2.8732125000           0.0001213855         0.0000821196
   -2.8034625000           0.0002810068         0.0001249460
   -2.7337125000           0.0002773177         0.0001241231
   -2.6639625000           0.0001621413         0.0000949097
   -2.5942125000           0.0002689950         0.0001222463
   -2.5244625000           0.0001616472         0.0000947650
   -2.4547125000           0.0001173214         0.0000807333
   -2.3849625000           0.0001801142         0.0001000317
   -2.3152125000           0.0003112547         0.0001314988
   -2.2454625000           0.0002304213         0.0001131423
   -2.1757125000           0.0001378065         0.0000874981
   -2.1059625000           0.0003544436         0.0001403257
   -2.0362125000           0.0001881089         0.0001022277
   -1.9664625000           0.0003409422         0.0001376272
   -1.8967125000           0.0003953518         0.0001482025
   -1.8269625000           0.0003685587         0.0001430926
   -1.7572125000           0.0003098472         0.0001312011
   -1.6874625000           0.0003997822         0.0001490306
   -1.6177125000           0.0002880334         0.0001264984
   -1.5479625000           0.0001802383         0.0001000662
   -1.4782125000           0.0004350189         0.0001554597
   -1.4084625000           0.0002879469         0.0001264794
   -1.3387125000           0.0003487834         0.0001392008
   -1.2689625000           0.0003575069         0.0001409308
   -1.1992125000           0.0002158912         0.0001095169
   -1.1294625000           0.0001914834         0.0001031405
   -1.0597125000           0.0003294770         0.0001352933
   -0.9899625000           0.0002567088         0.0001194219
   -0.9202125000           0.0001107705         0.0000784469
   -0.8504625000           0.0001769486         0.0000991488
   -0.7807125000           0.0004114648         0.0001511924
   -0.7109625000           0.0005069461         0.0001678204
   -0.6412125000           0.0003687755         0.0001431346
   -0.5714625000           0.0003986490         0.0001488192
   -0.5017125000           0.0004401189         0.0001563683
   -0.4319625000           0.0005228267         0.0001704287
   -0.3622125000           0.0005447361         0.0001739630
   -0.2924625000           0.0005011197         0.0001668532
   -0.2227125000           0.0004744294         0.0001623490
   -0.1529625000           0.0009363351         0.0002280759
   -0.0832125000           0.0043539354         0.0004918184
   -0.0134625000           0.0328507921         0.0013509419
    0.0562875000           0.0055195134         0.0005537505
    0.1260375000           0.0010684732         0.0002436383
    0.1957875000           0.0009082995         0.0002246354
    0.2655375000           0.0013337592         0.0002722090
    0.3352875000           0.0014012038         0.0002790066
    0.4050375000           0.0011198181         0.0002494236
    0.4747875000           0.0011166908         0.0002490750
    0.5445375000           0.0016257766         0.0003005344
    0.6142875000           0.0016842383         0.0003058902
    0.6840375000           0.0014979904         0.0002884817
    0.7537875000           0.0016799919         0.0003055043
    0.8235375000           0.0018718839         0.0003224803
    0.8932875000           0.0024634211         0.0003699415
    0.9630375000           0.0025417942         0.0003757802
    1.0327875000           0.0029568666         0.0004053028
    1.1025375000           0.0028811951         0.0004000830
    1.1722875000           0.0029120638         0.0004022205
    1.2420375000           0.0037728186         0.0004578221
    1.3117875000           0.0037964178         0.0004592517
    1.3815375000           0.0035461959         0.0004438591
    1.4512875000           0.0045638663         0.0005035356
    1.5210375000           0.0040338640         0.0004733958
    1.5907875000           0.0043941972         0.0004940871
    1.6605375000           0.0059460042         0.0005747465
    1.7302875000           0.0073371490         0.0006384508
    1.8000375000           0.0068326689         0.0006161110
    1.8697875000           0.0089209033         0.0007039927
    1.9395375000           0.0087472159         0.0006971058
    2.0092875000           0.0102270364         0.0007537697
    2.0790375000           0.0109575446         0.0007802259
    2.1487875000           0.0101484381         0.0007508676
    2.2185375000           0.0102587649         0.0007549380
    2.2882875000           0.0101277118         0.0007501004
    2.3580375000           0.0091983462         0.0007148561
    2.4277875000           0.0091571803         0.0007132547
    2.4975375000           0.0099974759         0.0007452619
    2.5672875000           0.0107671960         0.0007734194
    2.6370375000           0.0097049795         0.0007342789
    2.7067875000           0.0112189967         0.0007894793
    2.7765375000           0.0113135043         0.0007927976
    2.8462875000           0.0106565744         0.0007694361
    2.9160375000           0.0100996966         0.0007490622
    2.9857875000           0.0132301459         0.0008573261
    3.0555375000           0.0118953186         0.0008129274
    3.1252875000           0.0141332617         0.0008861045
    3.1950375000           0.0153120275         0.0009223168
    3.2647875000           0.0155977071         0.0009308809
    3.3345375000           0.0183265309         0.0010090295
    3.4042875000           0.0217768448         0.0010999203
    3.4740375000           0.0213560283         0.0010892410
    3.5437875000           0.0253762133         0.0011873456
    3.6135375000           0.0280802057         0.0012490042
    3.6832875000           0.0272486263         0.0012303709
    3.7530375000           0.0317581788         0.0013282858
    3.8227875000           0.0310154469         0.0013126616
    3.8925375000           0.0309282362         0.0013108148
    3.9622875000           0.0319214108         0.0013316951
    4.0320375000           0.0316080887         0.0013251434
    4.1017875000           0.0310788120         0.0013140018
    4.1715375000           0.0311209570         0.0013148924
    4.2412875000           0.0299438913         0.0012897866
    4.3110375000           0.0266925253         0.0012177512
    4.3807875000           0.0266121323         0.0012159160
    4.4505375000           0.0259209285         0.0012000215
    4.5202875000           0.0238242089         0.0011504639
    4.5900375000           0.0238534641         0.0011511700
    4.6597875000           0.0250173982         0.0011789213
    4.7295375000           0.0249718507         0.0011778476
    4.7992875000           0.0236070094         0.0011452076
    4.8690375000           0.0239074119         0.0011524711
    4.9387875000           0.0249080916         0.0011763430
    5.0085375000           0.0255106275         0.0011904861
    5.0782875000           0.0251386963         0.0011817759
    5.1480375000           0.0252069707         0.0011833796
    5.2177875000           0.0245316395         0.0011674197
    5.2875375000           0.0239636128         0.0011538249
    5.3572875000           0.0237747610         0.0011492694
    5.4270375000           0.0231518651         0.0011341141
    5.4967875000           0.0238784245         0.0011517722
    5.5665375000           0.0242422166         0.0011605127
    5.6362875000           0.0220960755         0.0011079530
    5.7060375000           0.0228693242         0.0011271726
    5.7757875000           0.0245740070         0.0011684274
    5.8455375000           0.0239908630         0.0011544807
    5.9152875000           0.0223361932         0.0011139567
    5.9850375000           0.0230207363         0.0011308978
    6.0547875000           0.0231206375         0.0011333490
    6.1245375000           0.0227329580         0.0011238070
    6.1942875000           0.0196784975         0.0010455859
    6.2640375000           0.0212029720         0.0010853308
    6.3337875000           0.0225299144         0.0011187770
    6.4035375000           0.0217543048         0.0010993509
    6.4732875000           0.0223184906         0.0011135152
    6.5430375000           0.0209907424         0.0010798853
    6.6127875000           0.0244838176         0.0011662813
    6.6825375000           0.0212550214         0.0010866621
    6.7522875000           0.0218017433         0.0011005489
    6.8220375000           0.0233881132         0.0011398858
    6.8917875000           0.0245296544         0.0011673725
    6.9615375000           0.0246650696         0.0011705903
    7.0312875000           0.0241101635         0.0011573476
    7.1010375000           0.0246413691         0.0011700278
    7.1707875000           0.0253134475         0.0011858763
    7.2405375000           0.0259763184         0.0012013030
    7.3102875000           0.0272355908         0.0012300766
    7.3800375000           0.0263672364         0.0012103084
    7.4497875000           0.0255049927         0.0011903546
    7.5195375000           0.0235361073         0.0011434866
    7.5892875000           0.0235073985         0.0011427889
    7.6590375000           0.0218085995         0.0011007220
    7.7287875000           0.0227822627         0.0011250250
    7.7985375000           0.0205964072         0.0010696938
    7.8682875000           0.0216286328         0.0010961709
    7.9380375000           0.0198560804         0.0010502931
    8.0077875000           0.0175728093         0.0009880623
    8.0775375000           0.0168407693         0.0009672633
    8.1472875000           0.0162980069         0.0009515486
    8.2170375000           0.0160186770         0.0009433592
    8.2867875000           0.0146793289         0.0009030605
    8.3565375000           0.0140711468         0.0008841552
    8.4262875000           0.0135763445         0.0008684707
    8.4960375000           0.0121035079         0.0008200104
    8.5657875000           0.0147066366         0.0009039001
    8.6355375000           0.0125761957         0.0008358693
    8.7052875000           0.0127716444         0.0008423395
    8.7750375000           0.0111787537         0.0007880621
    8.8447875000           0.0108696313         0.0007770897
    8.9145375000           0.0117492443         0.0008079207
    8.9842875000           0.0110590384         0.0007838310
    9.0540375000           0.0095148124         0.0007270493
    9.1237875000           0.0103649127         0.0007588336
    9.1935375000           0.0099497997         0.0007434828
    9.2632875000           0.0086225671         0.0006921210
    9.3330375000           0.0089752104         0.0007061323
    9.4027875000           0.0072827078         0.0006360777
    9.4725375000           0.0072620572         0.0006351753
    9.5422875000           0.0080820739         0.0006700777
    9.6120375000           0.0063065851         0.0005919171
    9.6817875000           0.0071327534         0.0006294951
    9.7515375000           0.0071700615         0.0006311392
    9.8212875000           0.0064451978         0.0005983866
    9.8910375000           0.0050263025         0.0005284307
    9.9607875000           0.0056268600         0.0005591094
   10.0305375000           0.0049470743         0.0005242494
   10.1002875000           0.0047735409         0.0005149725
   10.1700375000           0.0047988981         0.0005163385
   10.2397875000           0.0037353042         0.0004555402
   10.3095375000           0.0036606289         0.0004509637
   10.3792875000           0.0040104077         0.0004720174
   10.4490375000           0.0041742986         0.0004815657
   10.5187875000           0.0039532334         0.0004686407
   10.5885375000           0.0034910490         0.0004403943
   10.6582875000           0.0030562146         0.0004120555
   10.7280375000           0.0040104603         0.0004720205
   10.7977875000           0.0039811440         0.0004702921
   10.8675375000           0.0039434125         0.0004680582
   10.9372875000           0.0032381660         0.0004241440
   11.0070375000           0.0028920825         0.0004008382
   11.0767875000           0.0030796882         0.0004136348
   11.1465375000           0.0027085646         0.0003879121
   11.2162875000           0.0026690751         0.0003850740
   11.2860375000           0.0030707247         0.0004130325
   11.3557875000           0.0024366099         0.0003679228
   11.4255375000           0.0028991849         0.0004013301
   11.4952875000           0.0027770139         0.0003927831
   11.5650375000           0.0022917635         0.0003568196
   11.6347875000           0.0022213879         0.0003512982
   11.7045375000           0.0022545865         0.0003539136
   11.7742875000           0.0018606872         0.0003215144
